,title,artist,rank,date,weeks
24059,After Midnight,Blink-182,88,2011-10-10,1
24060,I Don't Want This Night To End,Luke Bryan,90,2011-10-10,1
24061,Keep Me In Mind,Zac Brown Band,99,2011-10-10,1
24062,Calling All The Monsters,China Anne McClain,100,2011-10-10,1
24063,Crawling Back To You,Daughtry,41,2011-10-17,1
24064,I Like It Like That,Hot Chelle Rae Featuring New Boyz,51,2011-10-17,1
24065,Fix You,Glee Cast,53,2011-10-17,1
24066,Hangover,Taio Cruz Featuring Flo Rida,62,2011-10-17,1
24067,I'm Flexin',T.I. Featuring Big K.R.I.T.,66,2011-10-17,1
24068,I Like How It Feels,Enrique Iglesias Featuring Pitbull & The WAV.s,76,2011-10-17,1
24069,Run The World (Girls),Glee Cast,91,2011-10-17,1
24070,Dance (A$$),Big Sean Featuring Nicki Minaj,93,2011-10-17,1
24071,Party,Beyonce Featuring Andre 3000,95,2011-10-17,1
24072,"Young, Wild & Free",Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,10,2011-10-24,1
24073,Heartbeat,The Fray,43,2011-10-24,1
24074,Countdown,Beyonce,85,2011-10-24,1
24075,Still Got It,Tyga Featuring Drake,89,2011-10-24,1
24076,Good Good Night,Roscoe Dash,91,2011-10-24,1
24077,Criminal,Britney Spears,92,2011-10-24,1
24078,The One That Got Away,Katy Perry,94,2011-10-24,1
24079,Domino,Jessie J,96,2011-10-24,1
24080,Make Me Proud,Drake Featuring Nicki Minaj,97,2011-10-24,1
24081,Lost In Paradise,Evanescence,99,2011-10-24,1
24082,Mistletoe,Justin Bieber,11,2011-10-31,1
24083,A Thousand Years,Christina Perri,74,2011-10-31,1
24084,You The Boss,Rick Ross Featuring Nicki Minaj,84,2011-10-31,1
24085,You,Chris Young,85,2011-10-31,1
24086,Promise,Romeo Santos Featuring Usher,94,2011-10-31,1
24087,Focused,Wale Featuring Kid Cudi,97,2011-10-31,1
24088,Princess Of China,Coldplay Featuring Rihanna,20,2011-11-07,1
24089,Red Solo Cup,Toby Keith,37,2011-11-07,1
24090,Sweat,Bow Wow Featuring Lil Wayne,48,2011-11-07,1
24091,Christmas Song (Chestnuts Roasting On An Open Fire),Justin Bieber Featuring Usher,58,2011-11-07,1
24092,Stronger (What Doesn't Kill You),Kelly Clarkson,64,2011-11-07,1
24093,Shake It Out,Florence + The Machine,86,2011-11-07,1
24094,Lotus Flower Bomb,Wale Featuring Miguel,87,2011-11-07,1
24095,Lonely Boy,The Black Keys,91,2011-11-07,1
24096,Lessons In Love,Kaskade Featuring Neon Trees,94,2011-11-07,1
24097,Storm Warning,Hunter Hayes,98,2011-11-07,1
24098,Bait A Hook,Justin Moore,100,2011-11-07,1
24099,Party On Fifth Ave.,Mac Miller,64,2011-11-14,1
24100,Last Friday Night,Glee Cast,72,2011-11-14,1
24101,Ambition,Wale Featuring Meek Mill & Rick Ross,81,2011-11-14,1
24102,All I Want For Christmas Is You (SuperFestive!),Justin Bieber Duet With Mariah Carey,86,2011-11-14,1
24103,Blackout,Breathe Carolina,92,2011-11-14,1
24104,Over You,Miranda Lambert,93,2011-11-14,1
24105,Reality,Kenny Chesney,97,2011-11-14,1
24106,Drummer Boy,Justin Bieber Featuring Busta Rhymes,99,2011-11-14,1
24107,First Of The Year (Equinox),Skrillex,100,2011-11-14,1
24108,If This Was A Movie,Taylor Swift,10,2011-11-21,1
24109,Ours,Taylor Swift,13,2011-11-21,1
24110,Superman,Taylor Swift,26,2011-11-21,1
24111,Run,Matt Nathanson Featuring Sugarland,53,2011-11-21,1
24112,Smile Back,Mac Miller,55,2011-11-21,1
24113,Footloose,Blake Shelton,63,2011-11-21,1
24114,Uptown Girl,Glee Cast,68,2011-11-21,1
24115,Home,Dierks Bentley,70,2011-11-21,1
24116,You Da One,Rihanna,73,2011-11-21,1
24117,Come Home,Faith Hill,82,2011-11-21,1
24118,Take Care,Drake Featuring Rihanna,9,2011-11-28,1
24119,Rumour Has It / Someone Like You,Glee Cast,11,2011-11-28,1
24120,The Motto,Drake Featuring Lil Wayne,18,2011-11-28,1
24121,Levels,Avicii,66,2011-11-28,1
24122,Hate Sleeping Alone,Drake,67,2011-11-28,1
24123,You And  I / You And I,Glee Cast,69,2011-11-28,1
24124,I Can't Go For That / You Make My Dreams,Glee Cast,80,2011-11-28,1
24125,Hit Me With Your Best Shot / One Way Or Another,Glee Cast,86,2011-11-28,1
24126,We'll Be Fine,Drake Featuring Birdman,89,2011-11-28,1
24127,HYFR (Hell Ya F*****g Right),Drake Featuring Lil Wayne,92,2011-11-28,1
24128,Shot For Me,Drake,100,2011-11-28,1
24129,Talk That Talk,Rihanna Featuring Jay-Z,31,2011-12-05,1
24130,T.H.E (The Hardest Ever),will.i.am Featuring Mick Jagger & Jennifer Lopez,36,2011-12-05,1
24131,Where Have You Been,Rihanna,65,2011-12-05,1
24132,Strip,Chris Brown Featuring Kevin K-MAC McCall,85,2011-12-05,1
24133,Lullaby,Nickelback,89,2011-12-05,1
24134,Rack City,Tyga,94,2011-12-05,1
24135,Tonight Is The Night,Outasight,96,2011-12-05,1
24136,El Verdadero Amor Perdona,Mana Featuring Prince Royce,100,2011-12-05,1
24137,Perfect,Glee Cast,57,2011-12-12,1
24138,Girls Just Want To Have Fun,Glee Cast,59,2011-12-12,1
24139,Roman In Moscow,Nicki Minaj,64,2011-12-12,1
24140,I Kissed A Girl,Glee Cast,66,2011-12-12,1
24141,Tongue Tied,Grouplove,78,2011-12-12,1
24142,Can't Get Enough,J. Cole Featuring Trey Songz,82,2011-12-12,1
24143,I'm The Only One,Glee Cast,86,2011-12-12,1
24144,Constant Craving,Glee Cast,89,2011-12-12,1
24145,It's Beginning To Look A Lot Like Christmas,Michael Buble,96,2011-12-12,1
24146,Camouflage,Brad Paisley,100,2011-12-12,1
24147,We Are Young,Glee Cast,12,2011-12-19,1
24148,Bang Bang Pow Pow,T-Pain Featuring Lil Wayne,48,2011-12-19,1
24149,Survivor / I Will Survive,Glee Cast,51,2011-12-19,1
24150,We Are Young,fun. Featuring Janelle Monae,53,2011-12-19,1
24151,Man In The Mirror,Glee Cast,76,2011-12-19,1
24152,ABC,Glee Cast,88,2011-12-19,1
24153,Alone With You,Jake Owen,90,2011-12-19,1
24154,You Gonna Fly,Keith Urban,91,2011-12-19,1
24155,Red Solo Cup,Glee Cast,92,2011-12-19,1
24156,I'll Be Home For Christmas,Kelly Clarkson,93,2011-12-19,1
24157,Round Of Applause,Waka Flocka Flame Featuring Drake,97,2011-12-19,1
24158,Amen,Edens Edge,99,2011-12-19,1
24159,Better Than I Used To Be,Tim McGraw,81,2011-12-26,1
24160,Do They Know It's Christmas?,Glee Cast,92,2011-12-26,1
24161,A Woman Like You,Lee Brice,96,2011-12-26,1
24162,All I Want For Christmas Is You,Michael Buble,99,2011-12-26,1
24163,Ass Back Home,Gym Class Heroes Featuring Neon Hitch,100,2011-12-26,1
24164,Safe & Sound,Taylor Swift Featuring The Civil Wars,30,2012-01-02,1
24165,Wild Ones,Flo Rida Featuring Sia,57,2012-01-02,1
24166,I Do,Young Jeezy Featuring Jay-Z & Andre 3000,61,2012-01-02,1
24167,Scary Monsters And Nice Sprites,Skrillex,69,2012-01-02,1
24168,Better Than I Know Myself,Adam Lambert,76,2012-01-02,1
24169,Stupid Hoe,Nicki Minaj,81,2012-01-02,1
24170,Knock Knock,Mac Miller,88,2012-01-02,1
24171,Wobble,V.I.C.,94,2012-01-02,1
24172,The Champ,Nelly,64,2012-01-09,1
24173,Play The Guitar,B.o.B Featuring Andre 3000,98,2012-01-09,1
24174,I Won't Give Up,Jason Mraz,8,2012-01-16,1
24175,Kyoto,Skrillex Featuring Sirah,74,2012-01-16,1
24176,Set You Free,3OH!3,84,2012-01-16,1
24177,Somebody That I Used To Know,Gotye Featuring Kimbra,91,2012-01-16,1
24178,Where I Come From,Montgomery Gentry,94,2012-01-16,1
24179,Gotta Have It,Jay Z Kanye West,98,2012-01-16,1
24180,Drive By,Train,60,2012-01-23,1
24181,Tattoo,Van Halen,67,2012-01-23,1
24182,Called Out In The Dark,Snow Patrol,78,2012-01-23,1
24183,Glad You Came,The Wanted,85,2012-01-23,1
24184,Video Games,Lana Del Rey,91,2012-01-23,1
24185,Don't Stop (Color On The Walls),Foster The People,97,2012-01-23,1
24186,Wild Boy,MGK Featuring Waka Flocka Flame,98,2012-01-23,1
24187,Without You,Glee Cast,28,2012-01-30,1
24188,Faded,Tyga Featuring Lil Wayne,52,2012-01-30,1
24189,We Found Love,Glee Cast,56,2012-01-30,1
24190,Moves Like Jagger / Jumpin' Jack Flash,Glee Cast,62,2012-01-30,1
24191,The First Time Ever I Saw Your Face,Glee Cast,70,2012-01-30,1
24192,Summer Nights,Glee Cast,88,2012-01-30,1
24193,Mr. Wrong,Mary J. Blige Featuring Drake,98,2012-01-30,1
24194,Love's Gonna Make It Alright,George Strait,99,2012-01-30,1
24195,No Church In The Wild,Jay Z Kanye West Featuring Frank Ocean,100,2012-01-30,1
24196,Drink On It,Blake Shelton,81,2012-02-06,1
24197,Sorry For Party Rocking,LMFAO,92,2012-02-06,1
24198,Do It Like You,Diggy Featuring Jeremih,99,2012-02-06,1
24199,Give Me All Your Luvin',Madonna Featuring Nicki Minaj & M.I.A.,13,2012-02-13,1
24200,Smooth Criminal,Glee Cast Featuring 2Cellos,26,2012-02-13,1
24201,Human Nature,Glee Cast,56,2012-02-13,1
24202,Black Or White,Glee Cast,64,2012-02-13,1
24203,Wanna Be Startin' Somethin',Glee Cast,78,2012-02-13,1
24204,Bad,Glee Cast,80,2012-02-13,1
24205,4 AM,Melanie Fiona,97,2012-02-13,1
24206,Ima Boss,"Meek Mill Featuring T.I., Birdman, Lil Wayne, DJ Khaled, Rick Ross & Swizz Beatz",51,2012-02-20,1
24207,Say Aah,Lindsey Pavao,80,2012-02-20,1
24208,Sexy And I Know It,Glee Cast Featuring Ricky Martin,81,2012-02-20,1
24209,Somethin' 'Bout A Truck,Kip Moore,89,2012-02-20,1
24210,Feel So Close,Calvin Harris,90,2012-02-20,1
24211,Drank In My Cup,Kirko Bangz,96,2012-02-20,1
24212,La Isla Bonita,Glee Cast Featuring Ricky Martin,99,2012-02-20,1
24213,Snitches Ain't...,"YG Featuring Tyga, Snoop Dogg & Nipsey Hussle",100,2012-02-20,1
24214,Part Of Me,Katy Perry,1,2012-02-27,1
24215,Starships,Nicki Minaj,9,2012-02-27,1
24216,Turn Up The Music,Chris Brown,10,2012-02-27,1
24217,What Makes You Beautiful,One Direction,28,2012-02-27,1
24218,Runaway Baby,Bruno Mars,50,2012-02-27,1
24219,Banjo,Rascal Flatts,63,2012-02-27,1
24220,I Will Always Love You,Glee Cast,87,2012-02-27,1
24221,I Can Only Imagine,David Guetta Featuring Chris Brown & Lil Wayne,90,2012-02-27,1
24222,Stereo Hearts,Glee Cast,92,2012-02-27,1
24223,Bangarang,Skrillex Featuring Sirah,95,2012-02-27,1
24224,Raise Your Weapon,deadmau5 Featuring Greta Svabo Bech,100,2012-02-27,1
24225,So Good,B.o.B,11,2012-03-05,1
24226,Good Girl,Carrie Underwood,24,2012-03-05,1
24227,Call Me Maybe,Carly Rae Jepsen,38,2012-03-05,1
24228,Fly / I Believe I Can Fly,Glee Cast,56,2012-03-05,1
24229,Some Nights,fun.,62,2012-03-05,1
24230,Birthday Cake,Rihanna Featuring Chris Brown,63,2012-03-05,1
24231,Cough Syrup,Glee Cast,65,2012-03-05,1
24232,What Doesn't Kill You (Stronger),Glee Cast,66,2012-03-05,1
24233,Here's To Us,Glee Cast,73,2012-03-05,1
24234,Mutha***** Up,Tyga Featuring Nicki Minaj,74,2012-03-05,1
24235,Climax,Usher,81,2012-03-05,1
24236,Glad You Came,Glee Cast,90,2012-03-05,1
24237,Make It Nasty,Tyga,91,2012-03-05,1
24238,Fly Over States,Jason Aldean,92,2012-03-05,1
24239,Cough Syrup,Young The Giant,95,2012-03-05,1
24240,Live My Life,Far*East Movement Featuring Justin Bieber,21,2012-03-12,1
24241,Roman Reloaded,Nicki Minaj Featuring Lil Wayne,70,2012-03-12,1
24242,Springsteen,Eric Church,79,2012-03-12,1
24243,Ayy Ladies,Travis Porter Featuring Tyga,88,2012-03-12,1
24244,UP!,LoveRance Featuring IamSu & Skipper or 50 Cent,92,2012-03-12,1
24245,Magic,Future Featuring T.I.,94,2012-03-12,1
24246,Thank You,Estelle,100,2012-03-12,1
24247,Shadow Days,John Mayer,42,2012-03-19,1
24248,Midnight City,M83.,74,2012-03-19,1
24249,Brokenhearted,Karmin,84,2012-03-19,1
24250,No Hurry,Zac Brown Band,96,2012-03-19,1
24251,Sex Ain't Better Than Love,Trey Songz,97,2012-03-19,1
24252,Changed,Rascal Flatts,73,2012-03-26,1
24253,Everybody Talks,Neon Trees,74,2012-03-26,1
24254,One Thing,One Direction,90,2012-03-26,1
24255,Even If It Breaks Your Heart,Eli Young Band,91,2012-03-26,1
24256,Leave You Alone,Young Jeezy Featuring Ne-Yo,95,2012-03-26,1
24257,TTYLXOX,Bella Thorne,98,2012-03-26,1
24258,Eyes Open,Taylor Swift,19,2012-04-02,1
24259,Too Close,Alex Clare,68,2012-04-02,1
24260,Come Away To The Water,Maroon 5 Featuring Rozzi Crane,83,2012-04-02,1
24261,This Ole Boy,Craig Morgan,92,2012-04-02,1
24262,Bully,Shinedown,94,2012-04-02,1
24263,We Run The Night,Havana Brown Featuring Pitbull,99,2012-04-02,1
24264,Crew Love,Drake Featuring The Weeknd,100,2012-04-02,1
24265,Boyfriend,Justin Bieber,2,2012-04-09,1
24266,I Dont Really Care,Waka Flocka Flame Featuring Trey Songz,64,2012-04-09,1
24267,Heart Attack,Trey Songz,65,2012-04-09,1
24268,She Doesn't Mind,Sean Paul,78,2012-04-09,1
24269,Back In Time,Pitbull,79,2012-04-09,1
24270,Time Is Love,Josh Turner,91,2012-04-09,1
24271,Ai Se Eu Te Pego,Michel Telo,95,2012-04-09,1
24272,Got My Country On,Chris Cagle,98,2012-04-09,1
24273,Naked,Dev & Enrique Iglesias,99,2012-04-09,1
24274,Dance Again,Jennifer Lopez Featuring Pitbull,27,2012-04-16,1
24275,Mercy,"Kanye West, Big Sean, Pusha T, 2 Chainz",38,2012-04-16,1
24276,Feel Like A Rock Star,Kenny Chesney & Tim McGraw,40,2012-04-16,1
24277,Right By My Side,Nicki Minaj Featuring Chris Brown,51,2012-04-16,1
24278,Take It To The Head,"DJ Khaled Featuring Chris Brown, Rick Ross, Nicki Minaj & Lil Wayne",63,2012-04-16,1
24279,Give Your Heart A Break,Demi Lovato,70,2012-04-16,1
24280,Beez In The Trap,Nicki Minaj Featuring 2 Chainz,78,2012-04-16,1
24281,Va Va Voom,Nicki Minaj,79,2012-04-16,1
24282,Love This Life,T.I.,81,2012-04-16,1
24283,Another Round,Fat Joe Featuring Chris Brown,83,2012-04-16,1
24284,Fine By Me,Andy Grammer,87,2012-04-16,1
24285,Little Talks,Of Monsters And Men,92,2012-04-16,1
24286,(Kissed You) Good Night,Gloriana,97,2012-04-16,1
24287,Is Anybody Out There?,K'Naan Featuring Nelly Furtado,99,2012-04-16,1
24288,Somebody That I Used To Know,Glee Cast,26,2012-04-23,1
24289,Cashin' Out,Ca$h Out,81,2012-04-23,1
24290,Roxanne,Juliet Simms,86,2012-04-23,1
24291,Think Like A Man,Jennifer Hudson & Ne-Yo Featuring Rick Ross,90,2012-04-23,1
24292,Hungry Like The Wolf / Rio,Glee Cast,98,2012-04-23,1
24293,Payphone,Maroon 5 Featuring Wiz Khalifa,3,2012-04-30,1
24294,Burn It Down,Linkin Park,30,2012-04-30,1
24295,Loud,Mac Miller,53,2012-04-30,1
24296,Stay Schemin,Rick Ross Featuring Drake & French Montana,58,2012-04-30,1
24297,Way Too Cold,Kanye West Featuring DJ Khaled,86,2012-04-30,1
24298,Sweet Love,Chris Brown,89,2012-04-30,1
24299,Beers Ago,Toby Keith,95,2012-04-30,1
24300,Eyes Wide Open,Gotye,96,2012-04-30,1
24301,Tonight (Best You Ever Had),John Legend Featuring Ludacris,97,2012-04-30,1
24302,Same Damn Time,Future,100,2012-04-30,1
24303,"Work Hard, Play Hard",Wiz Khalifa,17,2012-05-07,1
24304,Whistle,Flo Rida,64,2012-05-07,1
24305,How Will I Know,Glee Cast,65,2012-05-07,1
24306,Scream,Usher,70,2012-05-07,1
24307,Let's Go,Calvin Harris Featuring Ne-Yo,89,2012-05-07,1
24308,It's Not Right But It's Okay,Glee Cast,92,2012-05-07,1
24309,Wanted,Hunter Hayes,99,2012-05-07,1
24310,Both Of Us,B.o.B Featuring Taylor Swift,18,2012-05-14,1
24311,Blown Away,Carrie Underwood,66,2012-05-14,1
24312,"It's A Man's, Man's, Man's World",Juliet Simms,70,2012-05-14,1
24313,Shake It Out,Glee Cast,71,2012-05-14,1
24314,Why Ya Wanna,Jana Kramer,97,2012-05-14,1
24315,Postcard From Paris,The Band Perry,100,2012-05-14,1
24316,No Lie,2 Chainz Featuring Drake,45,2012-05-21,1
24317,99 Problems,Tony Lucca,58,2012-05-21,1
24318,Turn To You (Mother's Day Dedication),Justin Bieber,60,2012-05-21,1
24319,Yesterday,Adam Levine & Tony Lucca,68,2012-05-21,1
24320,I Believe I Can Fly,Jermaine Paul,83,2012-05-21,1
24321,The Prayer,Christina Aguilera & Chris Mann,85,2012-05-21,1
24322,5-1-5-0,Dierks Bentley,94,2012-05-21,1
24323,Lemme See,Usher Featuring Rick Ross,98,2012-05-21,1
24324,Come Over,Kenny Chesney,59,2012-05-28,1
24325,Nobody's Perfect,J. Cole Featuring Missy Elliott,90,2012-05-28,1
24326,The Fighter,Gym Class Heroes Featuring Ryan Tedder,95,2012-05-28,1
24327,Angel Eyes,Love And Theft,98,2012-05-28,1
24328,Cowboys And Angels,Dustin Lynch,100,2012-05-28,1
24329,Home,Phillip Phillips,10,2012-06-04,1
24330,Wide Awake,Katy Perry,35,2012-06-04,1
24331,Around My Way (Freedom Ain't Free),Lupe Fiasco,76,2012-06-04,1
24332,Don't Wake Me Up,Chris Brown,89,2012-06-04,1
24333,Undefeated,Jason Derulo,90,2012-06-04,1
24334,How We Do (Party),Rita Ora,96,2012-06-04,1
24335,We've Got Tonight,Phillip Phillips,97,2012-06-04,1
24336,Die In Your Arms,Justin Bieber,17,2012-06-11,1
24337,I'm All Yours,Jay Sean Featuring Pitbull,85,2012-06-11,1
24338,Chasing The Sun,The Wanted,93,2012-06-11,1
24339,For You,Keith Urban,97,2012-06-11,1
24340,All Around The World,Justin Bieber Featuring Ludacris,22,2012-06-18,1
24341,My Homies Still,Lil Wayne Featuring Big Sean,38,2012-06-18,1
24342,Pontoon,Little Big Town,51,2012-06-18,1
24343,Get Low,"Waka Flocka Flame Featuring Nicki Minaj, Tyga & Flo Rida",72,2012-06-18,1
24344,Ho Hey,The Lumineers,90,2012-06-18,1
24345,It's Time,Imagine Dragons,93,2012-06-18,1
24346,Gold On The Ceiling,The Black Keys,97,2012-06-18,1
24347,Glass,Thompson Square,100,2012-06-18,1
24348,As Long As You Love Me,Justin Bieber Featuring Big Sean,21,2012-06-25,1
24349,Want U Back,Cher Lloyd,75,2012-06-25,1
24350,Over,Blake Shelton,89,2012-06-25,1
24351,She's So Mean,matchbox twenty,91,2012-06-25,1
24352,Hard To Love,Lee Brice,96,2012-06-25,1
24353,Snap Backs & Tattoos,Driicky Graham,97,2012-06-25,1
24354,One More Night,Maroon 5,42,2012-07-02,1
24355,Beauty And A Beat,Justin Bieber Featuring Nicki Minaj,72,2012-07-02,1
24356,Amen,Meek Mill Featuring Drake,86,2012-07-02,1
24357,Dark Side,Kelly Clarkson,93,2012-07-02,1
24358,Right Here,Justin Bieber Featuring Drake,95,2012-07-02,1
24359,Lovin' You Is Fun,Easton Corbin,100,2012-07-02,1
24360,Good Time,Owl City & Carly Rae Jepsen,18,2012-07-09,1
24361,Wipe Your Eyes,Maroon 5,80,2012-07-09,1
24362,Promises,NERO,81,2012-07-09,1
24363,Bag Of Money,"Wale Featuring Rick Ross, Meek Mill & T-Pain",93,2012-07-09,1
24364,Lost In The Echo,Linkin Park,95,2012-07-09,1
24365,Windows Down,Big Time Rush,97,2012-07-09,1
24366,The Wind,Zac Brown Band,99,2012-07-09,1
24367,Blow Me (One Last Kiss),P!nk,58,2012-07-16,1
24368,Truck Yeah,Tim McGraw,69,2012-07-16,1
24369,I Wish You Would,DJ Khaled Featuring Kanye West & Rick Ross,78,2012-07-16,1
24370,2 Reasons,Trey Songz Featuring T.I.,97,2012-07-16,1
24371,Get It Started,Pitbull Featuring Shakira,99,2012-07-16,1
24372,Thinkin Bout You,Frank Ocean,85,2012-07-23,1
24373,Pop That,"French Montana Featuring Rick Ross, Drake, Lil Wayne",90,2012-07-23,1
24374,Something To Do With My Hands,Thomas Rhett,93,2012-07-23,1
24375,The A Team,Ed Sheeran,95,2012-07-23,1
24376,50 Ways To Say Goodbye,Train,98,2012-07-23,1
24377,That's Why I Pray,Big & Rich,99,2012-07-23,1
24378,Take A Little Ride,Jason Aldean,12,2012-07-30,1
24379,Settle Down,No Doubt,34,2012-07-30,1
24380,Go Get It,T.I.,77,2012-07-30,1
24381,Runaways,The Killers,78,2012-07-30,1
24382,Mercy,Dave Matthews Band,95,2012-07-30,1
24383,New God Flow,Pusha T Kanye West,89,2012-08-06,1
24384,Birthday Song,2 Chainz Featuring Kanye West,91,2012-08-06,1
24385,Pound The Alarm,Nicki Minaj,92,2012-08-06,1
24386,Fastest Girl In Town,Miranda Lambert,94,2012-08-06,1
24387,Come Wake Me Up,Rascal Flatts,98,2012-08-06,1
24388,Neon,Chris Young,100,2012-08-06,1
24389,New Day,50 Cent Featuring Dr. Dre & Alicia Keys,79,2012-08-13,1
24390,Adorn,Miguel,82,2012-08-13,1
24391,Diced Pineapples,Rick Ross Featuring Wale & Drake,89,2012-08-13,1
24392,Radioactive,Imagine Dragons,93,2012-08-13,1
24393,Enough Of No Love,Keyshia Cole Featuring Lil Wayne,94,2012-08-13,1
24394,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,99,2012-08-13,1
24395,Swimming Pools (Drank),Kendrick Lamar,100,2012-08-13,1
24396,I Will Wait,Mumford & Sons,23,2012-08-20,1
24397,We Are Never Ever Getting Back Together,Taylor Swift,72,2012-08-20,1
24398,Turn On The Lights,Future,89,2012-08-20,1
24399,The One That Got Away,Jake Owen,93,2012-08-20,1
24400,Oh Love,Green Day,100,2012-08-20,1
24401,Yuck!,2 Chainz Featuring Lil Wayne,80,2012-08-27,1
24402,Lamborghini Angels,Lupe Fiasco,92,2012-08-27,1
24403,Put It Down,Brandy Featuring Chris Brown,95,2012-08-27,1
24404,Cruise,Florida Georgia Line Featuring Nelly,99,2012-08-27,1
24405,Madness,Muse,84,2012-09-03,1
24406,Hall Of Fame,The Script Featuring will.i.am,87,2012-09-03,1
24407,Kiss Tomorrow Goodbye,Luke Bryan,92,2012-09-03,1
24408,Dive In,Trey Songz,93,2012-09-03,1
24409,Creepin',Eric Church,95,2012-09-03,1
24410,Throw That,Slaughterhouse Featuring Eminem,98,2012-09-03,1
24411,I Don't Like,Chief Keef Featuring Lil Reese,100,2012-09-03,1
24412,Feel Again,OneRepublic,61,2012-09-10,1
24413,Battle Scars,Lupe Fiasco & Guy Sebastian,73,2012-09-10,1
24414,Hello,Karmin,89,2012-09-10,1
24415,Shinin' On Me,Jerrod Niemann,94,2012-09-10,1
24416,Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz,96,2012-09-10,1
24417,Take A Walk,Passion Pit,99,2012-09-10,1
24418,Ice,Kelly Rowland Featuring Lil Wayne,100,2012-09-10,1
24419,Ronan,Taylor Swift,16,2012-09-17,1
24420,Girl On Fire,Alicia Keys Featuring Nicki Minaj,37,2012-09-17,1
24421,Clique,"Kanye West, Jay-Z, Big Sean",55,2012-09-17,1
24422,Gangnam Style,PSY,64,2012-09-17,1
24423,No Worries,Lil Wayne Featuring Detail,96,2012-09-17,1
24424,Dance For You,Beyonce,100,2012-09-17,1
24425,Bandz A Make Her Dance,Juicy J Featuring Lil Wayne & 2 Chainz,71,2012-09-24,1
24426,Between The Raindrops,Lifehouse Featuring Natasha Bedingfield,79,2012-09-24,1
24427,This Kiss,Carly Rae Jepsen,86,2012-09-24,1
24428,Finally Found You,Enrique Iglesias Featuring Sammy Adams,94,2012-09-24,1
24429,It's Time,Glee Cast,95,2012-09-24,1
24430,Heart Skips A Beat,Olly Murs Featuring Chiddy Bang,96,2012-09-24,1
24431,Til My Last Day,Justin Moore,98,2012-09-24,1
24432,Your Body,Christina Aguilera,34,2012-10-01,1
24433,Try,P!nk,56,2012-10-01,1
24434,Don't You Worry Child,Swedish House Mafia Featuring John Martin,68,2012-10-01,1
24435,To The World,"Kanye West, R. Kelly",70,2012-10-01,1
24436,Celebration,"Game Featuring Chris Brown, Tyga, Wiz Khalifa & Lil Wayne",82,2012-10-01,1
24437,Beautiful,Carly Rae Jepsen Featuring Justin Bieber,87,2012-10-01,1
24438,Numb,Usher,97,2012-10-01,1
24439,Beer Money,Kip Moore,99,2012-10-01,1
24440,Did It For The Girl,Greg Bates,100,2012-10-01,1
24441,Begin Again,Taylor Swift,7,2012-10-08,1
